name	industry	location
康普顿	石油加工	山东
澳柯玛	家用电器	山东
海油工程	石油开采	天津
康盛股份	机械基件	浙江
高德红外	电器仪表	湖北
和佳股份	医疗保健	广东
凯众股份	汽车配件	上海
雷柏科技	电脑设备	深圳
澄星股份	化工原料	江苏
方盛制药	中成药	湖南
奇正藏药	中成药	西藏
浙富控股	电气设备	浙江
中设股份	建筑施工	江苏
川环科技	橡胶	四川
正海生物	医疗保健	山东
艾艾精工	化工原料	上海
南京化纤	化纤	江苏
天津磁卡	综合类	天津
中牧股份	饲料	北京
西部创业	红黄药酒	宁夏
恒基达鑫	仓储物流	广东
中百集团	超市连锁	湖北
兰州民百	百货	甘肃
东凌国际	食品	广东
南方轴承	汽车配件	江苏
上海亚虹	专用机械	上海
中核科技	机械基件	江苏
佳沃股份	农业综合	湖南
桂发祥	食品	天津
哈高科	区域地产	黑龙江
双杰电气	电气设备	北京
今飞凯达	汽车配件	浙江
维力医疗	医疗保健	广东
文科园林	建筑施工	深圳
正虹科技	饲料	湖南
科达股份	互联网	山东
先进数通	软件服务	北京
世龙实业	化工原料	江西
恒逸石化	化纤	广西
方正科技	电脑设备	上海
继峰股份	汽车配件	浙江
冰川网络	软件服务	深圳
精达股份	电气设备	安徽
日出东方	家用电器	江苏
中航三鑫	装修装饰	深圳
大亚圣象	家居用品	江苏
浙江永强	家居用品	浙江
凌霄泵业	专用机械	广东
华电国际	火力发电	山东
龙宇燃油	石油贸易	上海
皖江物流	水运	安徽
南京高科	园区开发	江苏
五洲交通	路桥	广西
中设集团	建筑施工	江苏
韵达股份	仓储物流	浙江
易尚展示	家居用品	深圳
津劝业	百货	天津
烟台冰轮	工程机械	山东
华明装备	电气设备	山东
黑芝麻	食品	广西
三雄极光	半导体	广东
浦东建设	建筑施工	上海
周大生	服饰	深圳
金陵药业	化学制药	江苏
曲江文旅	旅游服务	陕西
洪涛股份	装修装饰	深圳
龙源技术	电器仪表	山东
新华锦	商贸代理	山东
明牌珠宝	服饰	浙江
和而泰	元器件	深圳
松芝股份	汽车配件	上海
太平鸟	服饰	浙江
天海投资	水运	天津
九牧王	服饰	福建
博瑞传播	广告包装	四川
拓普集团	汽车配件	浙江
兴业股份	化工原料	江苏
天富能源	火力发电	新疆
美达股份	化纤	广东
宝光股份	电气设备	陕西
美好置业	全国地产	云南
金字火腿	食品	浙江
朗源股份	食品	山东
御银股份	电脑设备	广东
诚迈科技	软件服务	江苏
*ST锐电	电气设备	北京
方大集团	其他建材	深圳
华测检测	电器仪表	深圳
花王股份	建筑施工	江苏
光华科技	化工原料	广东
神剑股份	化工原料	安徽
宏达新材	橡胶	江苏
华懋科技	汽车配件	福建
久其软件	软件服务	北京
中再资环	环境保护	陕西
杭叉集团	专用机械	浙江
山东路桥	建筑施工	山东
杭州高新	橡胶	浙江
慈星股份	纺织机械	浙江
威龙股份	红黄药酒	山东
百达精工	专用机械	浙江
国发股份	农药化肥	广西
广东明珠	商贸代理	广东
天音控股	其他商业	江西
信息发展	软件服务	上海
荣盛石化	化纤	浙江
优德精密	专用机械	江苏
两面针	日用化工	广西
普洛药业	化学制药	浙江
恩华药业	化学制药	江苏
金亚科技	通信设备	四川
大豪科技	电脑设备	北京
新筑股份	机械基件	四川
安图生物	医疗保健	河南
汇金通	钢加工	山东
金运激光	元器件	湖北
熙菱信息	软件服务	新疆
坚朗五金	其他建材	广东
康强电子	半导体	浙江
莱茵体育	文教休闲	浙江
中国科传	出版业	北京
天保基建	区域地产	天津
中毅达	建筑施工	上海
力源信息	元器件	湖北
栋梁新材	铝	浙江
大康农业	农业综合	湖南
美力科技	机械基件	浙江
步长制药	中成药	山东
美尚生态	环境保护	江苏
希努尔	服饰	山东
中华企业	区域地产	上海
天能重工	专用机械	山东
九有股份	元器件	深圳
巴安水务	环境保护	上海
升达林业	家居用品	四川
荣泰健康	医疗保健	上海
鼎捷软件	软件服务	上海
羚锐制药	中成药	河南
杭州解百	百货	浙江
金正大	农药化肥	山东
常熟汽饰	汽车配件	江苏
史丹利	农药化肥	山东
惠伦晶体	元器件	广东
先达股份	农药化肥	山东
*ST沈机	机床制造	辽宁
好当家	渔业	山东
钧达股份	汽车配件	海南
贝肯能源	石油开采	新疆
皖维高新	化纤	安徽
甘肃电投	水力发电	甘肃
安泰集团	焦炭加工	山西
银宝山新	专用机械	深圳
睿康股份	电气设备	江苏
首钢股份	普钢	北京
*ST嘉陵	摩托车	重庆
恒丰纸业	造纸	黑龙江
鼎汉技术	运输设备	北京
东方海洋	渔业	山东
杭钢股份	普钢	浙江
上海机电	运输设备	上海
雷迪克	汽车配件	浙江
森特股份	装修装饰	北京
龙泉股份	其他建材	山东
新大洲Ａ	煤炭开采	海南
日盈电子	汽车配件	江苏
永贵电器	元器件	浙江
新农开发	农业综合	新疆
双箭股份	橡胶	浙江
北巴传媒	公共交通	北京
嘉凯城	全国地产	浙江
双星新材	塑料	江苏
联建光电	半导体	深圳
新力金融	多元金融	安徽
富邦股份	化工原料	湖北
浙江东日	区域地产	浙江
海峡环保	环境保护	福建
太原重工	工程机械	山西
快意电梯	运输设备	广东
海越股份	石油贸易	浙江
金杯电工	电气设备	湖南
中电鑫龙	软件服务	安徽
春晖股份	运输设备	广东
天创时尚	服饰	广东
新宝股份	家用电器	广东
北陆药业	中成药	北京
传化智联	染料涂料	浙江
恒星科技	钢加工	河南
通裕重工	工程机械	山东
华仁药业	化学制药	山东
润和软件	软件服务	江苏
明泰铝业	铝	河南
海伦哲	专用机械	江苏
*ST郑煤	煤炭开采	河南
和胜股份	铝	广东
文山电力	水力发电	云南
兴齐眼药	化学制药	辽宁
永泰能源	煤炭开采	山西
苏奥传感	汽车配件	江苏
浙江震元	医药商业	浙江
司尔特	农药化肥	安徽
奥克股份	化工原料	辽宁
三木集团	综合类	福建
康芝药业	化学制药	海南
亚玛顿	玻璃	江苏
香溢融通	多元金融	浙江
渝 开 发	区域地产	重庆
江海股份	元器件	江苏
新华龙	小金属	辽宁
塞力斯	医药商业	湖北
凯利泰	医疗保健	上海
天圣制药	化学制药	重庆
新天药业	中成药	贵州
界龙实业	广告包装	上海
开山股份	机械基件	浙江
保税科技	仓储物流	江苏
视觉中国	互联网	江苏
氯碱化工	化工原料	上海
隆盛科技	汽车配件	江苏
金牛化工	化工原料	河北
海翔药业	化学制药	浙江
康缘药业	中成药	江苏
燕京啤酒	啤酒	北京
联发股份	纺织	江苏
吉药控股	中成药	吉林
*ST青松	水泥	新疆
新澳股份	纺织	浙江
飞鹿股份	染料涂料	湖南
喜临门	家居用品	浙江
长航凤凰	水运	湖北
博士眼镜	其他商业	深圳
华数传媒	影视音像	浙江
京新药业	化学制药	浙江
健帆生物	医疗保健	广东
涪陵电力	水力发电	重庆
鸿特精密	汽车配件	广东
新天科技	电器仪表	河南
众合科技	专用机械	浙江
山东药玻	医疗保健	山东
皖通高速	路桥	安徽
长江润发	机械基件	江苏
盛达矿业	铅锌	北京
北方国际	建筑施工	北京
汇金股份	专用机械	河北
*ST海润	半导体	江苏
晨光生物	食品	河北
龙大肉食	食品	山东
九洲药业	化学制药	浙江
大众交通	公共交通	上海
新华联	全国地产	北京
辅仁药业	中成药	河南
金一文化	服饰	北京
旷达科技	纺织	江苏
国中水务	水务	黑龙江
永安林业	林业	福建
芭田股份	农药化肥	深圳
亿利达	专用机械	浙江
航天晨光	汽车配件	江苏
雪榕生物	种植业	上海
贵航股份	汽车配件	贵州
*ST东数	机床制造	山东
法 尔 胜	钢加工	江苏
海鸥股份	机械基件	江苏
四方冷链	专用机械	江苏
申能股份	火力发电	上海
*ST东海A	旅游服务	海南
太安堂	中成药	广东
大冷股份	机械基件	辽宁
太龙照明	电气设备	福建
新亚制程	元器件	深圳
王子新材	塑料	深圳
珠江啤酒	啤酒	广东
九安医疗	医疗保健	天津
利尔化学	农药化肥	四川
日月股份	工程机械	浙江
电光科技	电气设备	浙江
歌力思	服饰	深圳
欧派家居	家居用品	广东
闽东电力	水力发电	福建
广信材料	染料涂料	江苏
奥翔药业	化学制药	浙江
秦川机床	机床制造	陕西
安奈儿	服饰	深圳
汉缆股份	电气设备	山东
富祥股份	化学制药	江西
浙江鼎力	专用机械	浙江
广东榕泰	塑料	广东
新日股份	摩托车	江苏
日发精机	机床制造	浙江
宝信软件	软件服务	上海
中国高科	综合类	北京
荣华实业	黄金	甘肃
华达科技	汽车配件	江苏
供销大集	百货	陕西
桂冠电力	水力发电	广西
常青股份	汽车配件	安徽
戴维医疗	医疗保健	浙江
中装建设	装修装饰	深圳
力盛赛车	文教休闲	上海
泰达股份	批发业	天津
申达股份	纺织	上海
麦达数字	互联网	深圳
高科石化	石油加工	江苏
*ST宝实	机械基件	宁夏
宝色股份	专用机械	江苏
浙江众成	塑料	浙江
亚通股份	水运	上海
泰嘉股份	钢加工	湖南
久远银海	软件服务	四川
渤海活塞	汽车配件	山东
上海能源	煤炭开采	上海
春兰股份	家用电器	江苏
诚邦股份	建筑施工	浙江
鸿利智汇	元器件	广东
三湘印象	区域地产	上海
安靠智电	电气设备	江苏
中水渔业	渔业	北京
天成自控	专用机械	浙江
贵糖股份	造纸	广西
我武生物	生物制药	浙江
易明医药	中成药	西藏
豪迈科技	专用机械	山东
美思德	化工原料	江苏
*ST墨龙	化工机械	山东
安正时尚	服饰	浙江
津滨发展	区域地产	天津
中电环保	环境保护	江苏
深康佳Ａ	家用电器	深圳
皖能电力	火力发电	安徽
创维数字	家用电器	四川
金麒麟	汽车配件	山东
朗科科技	电脑设备	深圳
天铁股份	橡胶	浙江
浙江广厦	区域地产	浙江
华联综超	超市连锁	北京
大禹节水	农业综合	甘肃
莱美药业	化学制药	重庆
宝胜股份	电气设备	江苏
洪汇新材	化工原料	江苏
凤凰股份	区域地产	江苏
智度股份	互联网	河南
苏试试验	电器仪表	江苏
内蒙华电	火力发电	内蒙
凯中精密	机械基件	深圳
吉林化纤	化纤	吉林
川润股份	机械基件	四川
纽威股份	专用机械	江苏
天宸股份	综合类	上海
新天然气	供气供热	新疆
精伦电子	元器件	湖北
艾华集团	元器件	湖南
华能国际	火力发电	北京
仟源医药	化学制药	山西
天马科技	饲料	福建
中科新材	家用电器	江苏
南卫股份	医疗保健	江苏
龙头股份	纺织	上海
青海春天	医疗保健	青海
华邦健康	化学制药	重庆
海宁皮城	商品城	浙江
长方集团	半导体	深圳
振华重工	工程机械	上海
中广核技	综合类	辽宁
金陵饭店	酒店餐饮	江苏
莫高股份	红黄药酒	甘肃
良信电器	电气设备	上海
全柴动力	农用机械	安徽
海泰发展	园区开发	天津
山东地矿	综合类	山东
东方新星	建筑施工	北京
京运通	半导体	北京
合肥城建	区域地产	安徽
如意集团	纺织	山东
现代制药	化学制药	上海
国投中鲁	软饮料	北京
君禾股份	专用机械	浙江
沪宁股份	机械基件	浙江
华建集团	建筑施工	上海
中国西电	电气设备	陕西
新北洋	电脑设备	山东
世纪星源	房产服务	深圳
世荣兆业	区域地产	广东
百大集团	百货	浙江
长春经开	园区开发	吉林
湘邮科技	软件服务	湖南
申华控股	汽车服务	上海
阳普医疗	医疗保健	广东
东安动力	汽车配件	黑龙江
黄山胶囊	化学制药	安徽
杭电股份	电气设备	浙江
佛山照明	家用电器	广东
幸福蓝海	影视音像	江苏
隆基机械	汽车配件	山东
劲拓股份	专用机械	深圳
华谊嘉信	广告包装	北京
佳发安泰	软件服务	四川
太龙药业	中成药	河南
地尔汉宇	家用电器	广东
盛天网络	互联网	湖北
振华股份	化工原料	湖北
读者传媒	出版业	甘肃
东富龙	医疗保健	上海
华体科技	电气设备	四川
众兴菌业	种植业	甘肃
亚太科技	铝	江苏
华西能源	专用机械	四川
江南水务	水务	江苏
安徽合力	工程机械	安徽
飞力达	仓储物流	江苏
远达环保	环境保护	重庆
赛福天	钢加工	江苏
达刚路机	工程机械	陕西
华平股份	通信设备	上海
联泰环保	环境保护	广东
众生药业	中成药	广东
佳创视讯	通信设备	深圳
远东传动	汽车配件	河南
深圳能源	火力发电	深圳
浙江美大	家用电器	浙江
东易日盛	装修装饰	北京
建艺集团	装修装饰	深圳
盈峰环境	电气设备	浙江
康力电梯	运输设备	江苏
首商股份	百货	北京
日播时尚	服饰	上海
上海天洋	塑料	上海
象屿股份	仓储物流	福建
龙洲股份	公路	福建
世嘉科技	专用机械	江苏
福建金森	林业	福建
强生控股	公共交通	上海
林海股份	摩托车	江苏
东方电热	电器仪表	江苏
京天利	互联网	北京
东百集团	百货	福建
鲍斯股份	机床制造	浙江
四方达	矿物制品	河南
闽发铝业	铝	福建
海顺新材	广告包装	上海
捷荣技术	塑料	广东
凯普生物	医疗保健	广东
保龄宝	食品	山东
恒华科技	软件服务	北京
宁波富邦	铝	浙江
环球印务	广告包装	陕西
飞马国际	仓储物流	深圳
天宝食品	食品	辽宁
丹邦科技	元器件	深圳
商业城	百货	辽宁
金龙机电	元器件	浙江
华荣股份	专用机械	上海
迪生力	汽车配件	广东
浩物股份	汽车配件	四川
裕同科技	广告包装	深圳
京蓝科技	软件服务	黑龙江
深桑达Ａ	元器件	深圳
普利特	塑料	上海
维宏股份	软件服务	上海
锦江投资	公共交通	上海
成都路桥	建筑施工	四川
上海三毛	纺织	上海
韶能股份	水力发电	广东
纳尔股份	化工原料	上海
时代新材	塑料	湖南
宝莫股份	化工原料	山东
北方股份	汽车整车	内蒙
九鼎新材	玻璃	江苏
陕天然气	供气供热	陕西
豫能控股	火力发电	河南
南宁糖业	食品	广西
山东威达	机械基件	山东
和晶科技	元器件	江苏
金石东方	专用机械	四川
中新药业	中成药	天津
外高桥	园区开发	上海
新时达	电器仪表	上海
金雷风电	专用机械	山东
兰石重装	专用机械	甘肃
海螺型材	其他建材	安徽
国际实业	石油贸易	新疆
神开股份	化工机械	上海
弘宇股份	专用机械	山东
安车检测	电器仪表	深圳
三诺生物	医疗保健	湖南
天马精化	化工原料	江苏
大连重工	专用机械	辽宁
安彩高科	元器件	河南
胜利股份	供气供热	山东
上海电影	影视音像	上海
美晨科技	建筑施工	山东
江南高纤	化纤	江苏
嘉事堂	医药商业	北京
洽洽食品	食品	安徽
力星股份	机械基件	江苏
网达软件	软件服务	上海
高澜股份	专用机械	广东
岳阳兴长	石油加工	湖南
新世界	百货	上海
金达威	食品	福建
金海环境	专用机械	浙江
丰原药业	化学制药	安徽
粤宏远Ａ	区域地产	广东
金瑞矿业	煤炭开采	青海
昌红科技	机械基件	深圳
通用股份	汽车配件	江苏
览海投资	水运	海南
海南椰岛	红黄药酒	海南
通达股份	电气设备	河南
重庆水务	水务	重庆
威海广泰	航空	山东
飞荣达	元器件	深圳
星普医科	医疗保健	广东
哈投股份	火力发电	黑龙江
仙坛股份	农业综合	山东
高新发展	园区开发	四川
恒立液压	工程机械	江苏
伟明环保	环境保护	浙江
富临运业	公路	四川
建新股份	化工原料	河北
聚飞光电	半导体	深圳
康隆达	纺织	浙江
搜于特	服饰	广东
雷曼股份	元器件	深圳
万泽股份	区域地产	广东
陕鼓动力	机械基件	陕西
金健米业	农业综合	湖南
易见股份	汽车配件	四川
尚荣医疗	医疗保健	深圳
香雪制药	中成药	广东
诺邦股份	纺织	浙江
以岭药业	中成药	河北
腾达建设	建筑施工	浙江
万向德农	种植业	黑龙江
*ST柳化	农药化肥	广西
凯美特气	环境保护	湖南
星宇股份	汽车配件	江苏
金枫酒业	红黄药酒	上海
天龙股份	塑料	浙江
恒康医疗	中成药	甘肃
杭齿前进	机械基件	浙江
爱仕达	家用电器	浙江
恒大高新	化工原料	江西
腾信股份	互联网	北京
英特集团	医药商业	浙江
北部湾港	港口	广西
新野纺织	纺织	河南
联明股份	汽车配件	上海
丝路视觉	软件服务	深圳
日机密封	机械基件	四川
上实发展	全国地产	上海
欢瑞世纪	影视音像	重庆
绿景控股	医疗保健	广东
奥拓电子	元器件	深圳
*ST上普	通信设备	上海
广泽股份	乳制品	上海
亚振家居	家居用品	江苏
南山控股	区域地产	深圳
红宇新材	钢加工	湖南
重庆建工	建筑施工	重庆
巨轮智能	汽车配件	广东
凯发电气	电气设备	天津
汇中股份	电器仪表	河北
万里石	其他建材	福建
三德科技	电器仪表	湖南
*ST云网	酒店餐饮	北京
中国海诚	建筑施工	上海
森远股份	专用机械	辽宁
宁波联合	综合类	浙江
宜昌交运	公路	湖北
贵人鸟	服饰	福建
福建高速	路桥	福建
湖南投资	路桥	湖南
博思软件	软件服务	福建
迪瑞医疗	医疗保健	吉林
安硕信息	软件服务	上海
舒泰神	生物制药	北京
广弘控股	食品	广东
永利股份	塑料	上海
宁波建工	建筑施工	浙江
轴研科技	机械基件	河南
宏盛股份	专用机械	江苏
张家界	旅游景点	湖南
七 匹 狼	服饰	福建
中昌数据	水运	广东
高升控股	互联网	湖北
上海凯宝	中成药	上海
嘉澳环保	环境保护	浙江
中油工程	石油加工	新疆
广日股份	运输设备	广东
引力传媒	影视音像	北京
和科达	专用机械	深圳
司太立	化学制药	浙江
德宏股份	汽车配件	浙江
九华旅游	旅游景点	安徽
合兴包装	广告包装	福建
信邦制药	中成药	贵州
国联水产	渔业	广东
兰生股份	商贸代理	上海
天首发展	纺织	内蒙
长城动漫	影视音像	四川
双良节能	环境保护	江苏
武汉控股	水务	湖北
中国汽研	汽车服务	重庆
中亚股份	专用机械	浙江
粤泰股份	全国地产	广东
南宁百货	百货	广西
秦安股份	汽车配件	重庆
百合花	染料涂料	浙江
瑞泰科技	其他建材	北京
一拖股份	农用机械	河南
东杰智能	专用机械	山西
沈阳化工	化工原料	辽宁
弘业股份	商贸代理	江苏
飞亚达Ａ	其他商业	深圳
横河模具	塑料	浙江
永清环保	环境保护	湖南
华西股份	化纤	江苏
华瑞股份	电气设备	浙江
朗姿股份	服饰	北京
建设机械	工程机械	陕西
鸿路钢构	钢加工	安徽
华银电力	火力发电	湖南
普邦股份	建筑施工	广东
英飞拓	电脑设备	深圳
顺发恒业	区域地产	吉林
轻纺城	商品城	浙江
*ST运盛	医疗保健	上海
海波重科	建筑施工	湖北
法兰泰克	机械基件	江苏
南 京 港	港口	江苏
西部牧业	农业综合	新疆
*ST中富	广告包装	广东
启迪古汉	中成药	湖南
金牌厨柜	家居用品	福建
大东方	百货	江苏
佳隆股份	食品	广东
三维股份	橡胶	浙江
千红制药	生物制药	江苏
英唐智控	元器件	深圳
陕西金叶	广告包装	陕西
狮头股份	水泥	山西
金利华电	电气设备	浙江
丰华股份	小金属	上海
星光农机	农用机械	浙江
孚日股份	纺织	山东
东华测试	电器仪表	江苏
凯撒文化	互联网	广东
宏达矿业	普钢	上海
雄塑科技	塑料	广东
重庆燃气	供气供热	重庆
兰州黄河	啤酒	甘肃
*ST准油	石油开采	新疆
久联发展	化工原料	贵州
理邦仪器	医疗保健	深圳
益丰药房	医药商业	湖南
同德化工	化工原料	山西
置信电气	电气设备	上海
光正集团	供气供热	新疆
誉衡药业	化学制药	黑龙江
会稽山	红黄药酒	浙江
新联电子	电气设备	江苏
棒杰股份	服饰	浙江
柳州医药	医药商业	广西
长荣股份	轻工机械	天津
太化股份	化工原料	山西
空港股份	园区开发	北京
万 家 乐	家用电器	广东
岷江水电	水力发电	四川
云投生态	环境保护	云南
西藏药业	中成药	西藏
普利制药	化学制药	海南
四方股份	电气设备	北京
东诚药业	化学制药	山东
富奥股份	汽车配件	吉林
海鸥卫浴	家居用品	广东
*ST昌鱼	农业综合	湖北
惠博普	石油开采	北京
岭南控股	酒店餐饮	广东
新华百货	百货	宁夏
弘讯科技	电气设备	浙江
捷顺科技	软件服务	深圳
天业通联	工程机械	河北
新朋股份	汽车配件	上海
茶花股份	家居用品	福建
红相电力	电气设备	福建
森马服饰	服饰	浙江
铁流股份	汽车配件	浙江
东方电子	电气设备	山东
京能电力	火力发电	北京
跃岭股份	汽车配件	浙江
海汽集团	公路	海南
航天工程	专用机械	北京
茂业商业	百货	四川
惠发股份	食品	山东
德美化工	化工原料	广东
方直科技	软件服务	深圳
安源煤业	煤炭开采	江西
创力集团	专用机械	上海
金财互联	专用机械	江苏
科远股份	电气设备	江苏
苏利股份	化工原料	江苏
新乡化纤	化纤	河南
宝鼎科技	机械基件	浙江
海联金汇	汽车整车	山东
派思股份	专用机械	辽宁
万顺股份	广告包装	广东
星帅尔	电气设备	浙江
扬帆新材	化工原料	浙江
南华仪器	电器仪表	广东
湖南海利	农药化肥	湖南
三特索道	旅游服务	湖北
大千生态	环境保护	江苏
高乐股份	文教休闲	广东
海伦钢琴	文教休闲	浙江
福鞍股份	机械基件	辽宁
绵石投资	区域地产	北京
向日葵	半导体	浙江
诺力股份	运输设备	浙江
重庆路桥	路桥	重庆
金太阳	矿物制品	广东
东方电缆	电气设备	浙江
漳州发展	汽车服务	福建
金莱特	家用电器	广东
东材科技	化工原料	四川
丽鹏股份	建筑施工	山东
渝三峡Ａ	染料涂料	重庆
厦门空港	机场	福建
联环药业	化学制药	江苏
富森美	房产服务	四川
城地股份	建筑施工	上海
重庆港九	港口	重庆
维尔利	环境保护	江苏
仁和药业	中成药	江西
茂化实华	石油加工	广东
全筑股份	装修装饰	上海
东音股份	专用机械	浙江
湖南发展	水力发电	湖南
经纬电材	电气设备	天津
广东甘化	造纸	广东
贵绳股份	钢加工	贵州
楚天科技	医疗保健	湖南
武汉中商	百货	湖北
恒润股份	钢加工	江苏
宜华健康	医疗保健	广东
大连热电	供气供热	辽宁
赛升药业	生物制药	北京
思维列控	软件服务	河南
宁波高发	汽车配件	浙江
三晖电气	电器仪表	河南
国风塑业	塑料	安徽
华自科技	电气设备	湖南
玉龙股份	钢加工	江苏
北大医药	化学制药	重庆
天顺风能	电气设备	江苏
中发科技	机械基件	安徽
报 喜 鸟	服饰	浙江
鲁阳节能	矿物制品	山东
得利斯	食品	山东
康弘药业	中成药	四川
广信股份	农药化肥	安徽
汇洁股份	服饰	深圳
电子城	园区开发	北京
泛海控股	全国地产	北京
北部湾旅	旅游服务	广西
海 利 得	化纤	浙江
*ST平能	煤炭开采	内蒙
康惠制药	中成药	陕西
新通联	广告包装	上海
福安药业	化学制药	重庆
时代万恒	商贸代理	辽宁
北京城乡	百货	北京
双环科技	化工原料	湖北
真视通	软件服务	北京
浙江富润	纺织	浙江
中新科技	家用电器	浙江
苏常柴Ａ	机械基件	江苏
美 欣 达	纺织	浙江
伟星股份	服饰	浙江
吉鑫科技	机械基件	江苏
仁智股份	石油开采	浙江
绿康生化	农业综合	福建
中闽能源	新型电力	福建
国检集团	建筑施工	北京
太极集团	中成药	重庆
菲林格尔	家居用品	上海
东方银星	批发业	河南
德艺文创	文教休闲	福建
星湖科技	食品	广东
ST常林	工程机械	江苏
龙蟠科技	化工原料	江苏
达威股份	化工原料	四川
悦心健康	医疗保健	上海
美菱电器	家用电器	安徽
贝达药业	化学制药	浙江
国农科技	生物制药	深圳
麦迪科技	软件服务	江苏
神农基因	种植业	海南
吉电股份	火力发电	吉林
中航电测	元器件	陕西
汇冠股份	电脑设备	北京
泰晶科技	元器件	湖北
农尚环境	建筑施工	湖北
同和药业	化学制药	江西
三毛派神	纺织	甘肃
ST新梅	区域地产	上海
川仪股份	电器仪表	重庆
金自天正	电气设备	北京
亚宝药业	中成药	山西
山东金泰	黄金	山东
长源电力	火力发电	湖北
华光股份	专用机械	江苏
安科瑞	电器仪表	上海
长春燃气	供气供热	吉林
利民股份	农药化肥	江苏
*ST松江	区域地产	天津
姚记扑克	文教休闲	上海
汇金科技	软件服务	广东
国祯环保	环境保护	安徽
千金药业	中成药	湖南
湖北广电	影视音像	湖北
民生控股	多元金融	山东
南纺股份	商贸代理	江苏
青海华鼎	机床制造	青海
中坚科技	农用机械	浙江
安德利	百货	安徽
雅本化学	农药化肥	江苏
株冶集团	铅锌	湖南
冠福股份	化学制药	福建
八菱科技	汽车配件	广西
宝利国际	化工原料	江苏
浦东金桥	园区开发	上海
赛托生物	生物制药	山东
雪峰科技	化工原料	新疆
大庆华科	化工原料	黑龙江
华天酒店	酒店餐饮	湖南
宏润建设	建筑施工	浙江
围海股份	建筑施工	浙江
聚隆科技	专用机械	安徽
远大智能	运输设备	辽宁
宋都股份	全国地产	浙江
华北制药	化学制药	河北
汇源通信	通信设备	四川
上海物贸	商贸代理	上海
吉宏股份	广告包装	福建
华电重工	专用机械	北京
金盾股份	专用机械	浙江
荣安地产	区域地产	浙江
深华发Ａ	元器件	深圳
北玻股份	专用机械	河南
广安爱众	水力发电	四川
金城医药	化学制药	山东
国电南自	电气设备	江苏
凤竹纺织	纺织	福建
楚天高速	路桥	湖北
天顺股份	仓储物流	新疆
华纺股份	纺织	山东
惠泉啤酒	啤酒	福建
美邦服饰	服饰	上海
上工申贝	纺织机械	上海
瑞尔特	家居用品	福建
乐通股份	染料涂料	广东
天翔环境	环境保护	四川
双象股份	塑料	江苏
金河生物	化学制药	内蒙
*ST新赛	种植业	新疆
宝德股份	专用机械	陕西
美康生物	医疗保健	浙江
XD东风股	广告包装	广东
嘉应制药	中成药	广东
哈尔斯	家居用品	浙江
山东矿机	工程机械	山东
神马股份	化纤	河南
梦洁股份	纺织	湖南
沃施股份	专用机械	上海
大地传媒	出版业	河南
海利生物	生物制药	上海
新光圆成	区域地产	安徽
吉林森工	林业	吉林
南京医药	医药商业	江苏
智光电气	电气设备	广东
金新农	饲料	深圳
福达股份	汽车配件	广西
美诺华	化学制药	浙江
德展健康	化学制药	新疆
黔轮胎Ａ	汽车配件	贵州
信隆健康	文教休闲	深圳
德联集团	化工原料	广东
*ST大控	多元金融	辽宁
曲美家居	家居用品	北京
滨海能源	供气供热	天津
中飞股份	铝	黑龙江
通宝能源	火力发电	山西
广州浪奇	日用化工	广东
荃银高科	种植业	安徽
桂林三金	中成药	广西
獐子岛	渔业	辽宁
欧亚集团	百货	吉林
红 宝 丽	化工原料	江苏
天华超净	电脑设备	江苏
三祥新材	矿物制品	福建
汇嘉时代	百货	新疆
好利来	元器件	福建
越秀金控	多元金融	广东
高盟新材	化工原料	北京
奥康国际	服饰	浙江
环能科技	环境保护	四川
福能股份	火力发电	福建
特一药业	中成药	广东
快克股份	专用机械	江苏
三棵树	染料涂料	福建
红蜻蜓	服饰	浙江
海欣股份	纺织	上海
集智股份	电器仪表	浙江
鲁银投资	普钢	山东
三房巷	纺织	江苏
康旗股份	医疗保健	上海
新美星	专用机械	江苏
再升科技	玻璃	重庆
通润装备	机械基件	江苏
华东重机	工程机械	江苏
同达创业	综合类	上海
九强生物	生物制药	北京
新坐标	机械基件	浙江
南京公用	供气供热	江苏
长高集团	电气设备	湖南
神奇制药	中成药	上海
文峰股份	超市连锁	江苏
四方精创	软件服务	深圳
康跃科技	机械基件	山东
新华文轩	出版业	四川
先锋电子	电器仪表	浙江
通产丽星	塑料	深圳
大晟文化	影视音像	深圳
大连圣亚	旅游服务	辽宁
鲁亿通	电气设备	山东
海洋王	半导体	深圳
潍柴重机	机械基件	山东
澳洋科技	化纤	江苏
志邦股份	家居用品	安徽
沃华医药	中成药	山东
古鳌科技	专用机械	上海
锐奇股份	轻工机械	上海
龙建股份	建筑施工	黑龙江
精华制药	中成药	江苏
中京电子	元器件	广东
莎普爱思	化学制药	浙江
天龙光电	专用机械	江苏
钱江生化	农药化肥	浙江
云图控股	农药化肥	四川
腾龙股份	汽车配件	江苏
山东赫达	化工原料	山东
海得控制	软件服务	上海
嘉欣丝绸	纺织	浙江
深高速	路桥	深圳
丰乐种业	种植业	安徽
海思科	化学制药	西藏
九鼎投资	多元金融	江西
浙商中拓	批发业	湖南
民盛金科	多元金融	浙江
博闻科技	水泥	云南
钱江摩托	摩托车	浙江
沙河股份	全国地产	深圳
益民集团	百货	上海
利安隆	化工原料	天津
延江股份	纺织	福建
蓝丰生化	农药化肥	江苏
汉森制药	中成药	湖南
海印股份	房产服务	广东
中兴商业	百货	辽宁
